Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
EXE,EXPAND ENERGY CORP,Energy,Equity,"5,199,106.72",0.03,"5,199,106.72","50,516.00",102.92,United States,NASDAQ,USD,1.00,USD,-
VNA,VONOVIA SE,Real Estate,Equity,"5,193,255.09",0.03,"5,193,255.09","180,080.00",28.84,Germany,Xetra,USD,0.97,EUR,-
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"5,191,912.34",0.03,"5,191,912.34","63,262.00",82.07,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
QNBK,QATAR NATIONAL BANK,Financials,Equity,"5,175,817.83",0.03,"5,175,817.83","1,116,419.00",4.64,Qatar,Qatar Exchange,USD,3.64,QAR,-
4578,OTSUKA HOLDINGS LTD,Health Care,Equity,"5,171,700.59",0.03,"5,171,700.59","97,100.00",53.26,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
8801,MITSUI FUDOSAN LTD,Real Estate,Equity,"5,165,923.72",0.03,"5,165,923.72","658,400.00",7.85,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
PHIA,KONINKLIJKE PHILIPS NV,Health Care,Equity,"5,151,334.58",0.03,"5,151,334.58","200,865.00",25.65,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
ATO,ATMOS ENERGY CORP,Utilities,Equity,"5,152,194.56",0.03,"5,152,194.56","36,928.00",139.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PRU,PRUDENTIAL PLC,Financials,Equity,"5,148,037.54",0.03,"5,148,037.54","674,057.00",7.64,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
5380,HYUNDAI MOTOR,Consumer Discretionary,Equity,"5,145,744.02",0.03,"5,145,744.02","35,287.00",145.83,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
PPL,PEMBINA PIPELINE CORP,Energy,Equity,"5,144,039.06",0.03,"5,144,039.06","139,442.00",36.89,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
NSIS B,NOVOZYMES B,Materials,Equity,"5,135,618.82",0.03,"5,135,618.82","91,046.00",56.41,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
STE,STERIS,Health Care,Equity,"5,126,846.40",0.03,"5,126,846.40","24,480.00",209.43,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CVE,CENOVUS ENERGY INC,Energy,Equity,"5,126,878.02",0.03,"5,126,878.02","334,350.00",15.33,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
TER,TERADYNE INC,Information Technology,Equity,"5,104,860.15",0.03,"5,104,860.15","37,221.00",137.15,United States,NASDAQ,USD,1.00,USD,-
EQNR,EQUINOR,Energy,Equity,"5,093,193.47",0.03,"5,093,193.47","200,916.00",25.35,Norway,Oslo Bors Asa,USD,11.40,NOK,-
2882,CATHAY FINANCIAL HOLDING LTD,Financials,Equity,"5,057,887.30",0.03,"5,057,887.30","2,440,264.00",2.07,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"5,058,804.24",0.03,"5,058,804.24","78,724.00",64.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"5,041,054.84",0.03,"5,041,054.84","49,646.00",101.54,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"5,023,777.38",0.03,"5,023,777.38","78,423.00",64.06,United States,NASDAQ,USD,1.00,USD,-
8002,MARUBENI CORP,Industrials,Equity,"5,019,568.29",0.03,"5,019,568.29","352,900.00",14.22,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"5,005,185.57",0.03,"5,005,185.57","8,001.00",625.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GLE,SOCIETE GENERALE SA,Financials,Equity,"5,002,342.04",0.03,"5,002,342.04","177,226.00",28.23,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
HEXA B,HEXAGON CLASS B,Information Technology,Equity,"4,995,491.15",0.03,"4,995,491.15","519,573.00",9.61,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
2891,CTBC FINANCIAL HOLDING LTD,Financials,Equity,"4,992,954.43",0.03,"4,992,954.43","4,224,142.00",1.18,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
7010,SAUDI TELECOM,Communication,Equity,"4,991,858.94",0.03,"4,991,858.94","457,096.00",10.92,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
ES,EVERSOURCE ENERGY,Utilities,Equity,"4,978,654.72",0.03,"4,978,654.72","87,776.00",56.72,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CTRA,COTERRA ENERGY INC,Energy,Equity,"4,973,554.20",0.03,"4,973,554.20","183,188.00",27.15,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,"4,967,696.04",0.03,"4,967,696.04","351,167.00",14.15,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
NTRS,NORTHERN TRUST CORP,Financials,Equity,"4,953,070.10",0.03,"4,953,070.10","48,455.00",102.22,United States,NASDAQ,USD,1.00,USD,-
UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,"4,942,154.23",0.03,"4,942,154.23","197,548.00",25.02,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"4,940,996.28",0.03,"4,940,996.28","11,902.00",415.14,United States,NASDAQ,USD,1.00,USD,-
NBK,NATIONAL BANK OF KUWAIT,Financials,Equity,"4,924,183.86",0.03,"4,924,183.86","1,640,951.00",3.00,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
68270,CELLTRION INC,Health Care,Equity,"4,920,674.36",0.03,"4,920,674.36","38,746.00",127.00,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"4,914,295.62",0.03,"4,914,295.62","21,503.00",228.54,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD,Health Care,Equity,"4,902,445.14",0.03,"4,902,445.14","230,498.00",21.27,India,National Stock Exchange Of India,USD,85.87,INR,-
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"4,902,950.00",0.03,"4,902,950.00","12,350.00",397.00,United States,NASDAQ,USD,1.00,USD,-
INVH,INVITATION HOMES INC,Real Estate,Equity,"4,898,857.76",0.03,"4,898,857.76","159,728.00",30.67,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
EBS,ERSTE GROUP BANK AG,Financials,Equity,"4,894,236.58",0.03,"4,894,236.58","79,891.00",61.26,Austria,Wiener Boerse Ag,USD,0.97,EUR,-
SSE,SSE PLC,Utilities,Equity,"4,891,218.77",0.03,"4,891,218.77","253,074.00",19.33,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
LH,LABCORP HOLDINGS INC,Health Care,Equity,"4,855,371.82",0.03,"4,855,371.82","20,722.00",234.31,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FSR,FIRSTRAND LTD,Financials,Equity,"4,856,756.22",0.03,"4,856,756.22","1,221,702.00",3.98,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
6178,JAPAN POST HOLDINGS LTD,Financials,Equity,"4,852,895.71",0.03,"4,852,895.71","499,600.00",9.71,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
GEBN,GEBERIT AG,Industrials,Equity,"4,851,332.35",0.03,"4,851,332.35","8,801.00",551.23,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
HEIA,HEINEKEN NV,Consumer Staples,Equity,"4,847,699.41",0.03,"4,847,699.41","69,999.00",69.25,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,Equity,"4,844,933.62",0.03,"4,844,933.62","52,442.00",92.39,Germany,Xetra,USD,0.97,EUR,"Jan 02, 1990"
SAND,SANDVIK,Industrials,Equity,"4,837,545.40",0.03,"4,837,545.40","259,684.00",18.63,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
6273,SMC (JAPAN) CORP,Industrials,Equity,"4,816,964.71",0.02,"4,816,964.71","12,800.00",376.33,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
BAYN,BAYER AG,Health Care,Equity,"4,812,207.63",0.02,"4,812,207.63","236,475.00",20.35,Germany,Xetra,USD,0.97,EUR,-
5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,"4,812,245.61",0.02,"4,812,245.61","144,500.00",33.30,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,"4,801,695.06",0.02,"4,801,695.06","86,840.00",55.29,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
FTS,FORTIS INC,Utilities,Equity,"4,783,346.64",0.02,"4,783,346.64","114,320.00",41.84,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"4,780,555.29",0.02,"4,780,555.29","24,771.00",192.99,United States,Cboe BZX formerly known as BATS,USD,1.00,USD,-
VOD,VODAFONE GROUP PLC,Communication,Equity,"4,780,682.59",0.02,"4,780,682.59","5,840,012.00",0.82,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
DANSKE,DANSKE BANK,Financials,Equity,"4,772,443.54",0.02,"4,772,443.54","166,445.00",28.67,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
FSLR,FIRST SOLAR INC,Information Technology,Equity,"4,766,973.33",0.02,"4,766,973.33","24,941.00",191.13,United States,NASDAQ,USD,1.00,USD,-
6701,NEC CORP,Information Technology,Equity,"4,764,583.00",0.02,"4,764,583.00","57,000.00",83.59,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
PODD,INSULET CORP,Health Care,Equity,"4,765,095.00",0.02,"4,765,095.00","17,625.00",270.36,United States,NASDAQ,USD,1.00,USD,-
1211,SAUDI ARABIAN MINING,Materials,Equity,"4,761,749.86",0.02,"4,761,749.86","370,125.00",12.87,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
AER,AERCAP HOLDINGS NV,Industrials,Equity,"4,756,636.65",0.02,"4,756,636.65","49,471.00",96.15,Netherlands,New York Stock Exchange Inc.,USD,1.00,USD,-
MRK,MERCK,Health Care,Equity,"4,732,012.58",0.02,"4,732,012.58","32,355.00",146.25,Germany,Xetra,USD,0.97,EUR,-
WY,WEYERHAEUSER REIT,Real Estate,Equity,"4,723,481.28",0.02,"4,723,481.28","170,646.00",27.68,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,"4,714,419.60",0.02,"4,714,419.60","59,004.00",79.90,United States,NASDAQ,USD,1.00,USD,-
CLX,CLOROX,Consumer Staples,Equity,"4,712,402.31",0.02,"4,712,402.31","29,337.00",160.63,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
2802,AJINOMOTO INC,Consumer Staples,Equity,"4,700,212.06",0.02,"4,700,212.06","116,000.00",40.52,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,"4,694,649.69",0.02,"4,694,649.69","36,626.00",128.18,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"4,691,401.00",0.02,"4,691,401.00","32,188.00",145.75,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ZOMATO,ZOMATO LTD,Consumer Discretionary,Equity,"4,688,192.10",0.02,"4,688,192.10","1,640,808.00",2.86,India,National Stock Exchange Of India,USD,85.87,INR,-
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,"4,664,459.42",0.02,"4,664,459.42","109,802.00",42.48,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
VIE,VEOLIA ENVIRON. SA,Utilities,Equity,"4,658,156.68",0.02,"4,658,156.68","167,756.00",27.77,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"4,638,404.42",0.02,"4,638,404.42","94,642.00",49.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
KBC,KBC GROEP,Financials,Equity,"4,623,213.77",0.02,"4,623,213.77","60,139.00",76.88,Belgium,Nyse Euronext - Euronext Brussels,USD,0.97,EUR,-
669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,"4,618,812.36",0.02,"4,618,812.36","362,000.00",12.76,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
JBL,JABIL INC,Information Technology,Equity,"4,617,114.45",0.02,"4,617,114.45","29,991.00",153.95,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity,"4,612,385.28",0.02,"4,612,385.28","49,362.00",93.44,United States,NASDAQ,USD,1.00,USD,-
COO,COOPER INC,Health Care,Equity,"4,610,538.40",0.02,"4,610,538.40","50,180.00",91.88,United States,NASDAQ,USD,1.00,USD,-
TRMB,TRIMBLE INC,Information Technology,Equity,"4,611,948.12",0.02,"4,611,948.12","63,578.00",72.54,United States,NASDAQ,USD,1.00,USD,-
DNB,DNB BANK,Financials,Equity,"4,602,939.39",0.02,"4,602,939.39","229,732.00",20.04,Norway,Oslo Bors Asa,USD,11.40,NOK,-
POW,POWER CORPORATION OF CANADA,Financials,Equity,"4,597,562.91",0.02,"4,597,562.91","152,787.00",30.09,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"4,586,456.49",0.02,"4,586,456.49","58,553.00",78.33,United States,NASDAQ,USD,1.00,USD,-
CMS,CMS ENERGY CORP,Utilities,Equity,"4,577,219.40",0.02,"4,577,219.40","69,038.00",66.30,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DOCU,DOCUSIGN INC,Information Technology,Equity,"4,570,559.62",0.02,"4,570,559.62","51,062.00",89.51,United States,NASDAQ,USD,1.00,USD,-
FMG,FORTESCUE LTD,Materials,Equity,"4,568,761.11",0.02,"4,568,761.11","411,976.00",11.09,Australia,Asx - All Markets,USD,1.61,AUD,-
QBE,QBE INSURANCE GROUP LTD,Financials,Equity,"4,560,881.63",0.02,"4,560,881.63","375,230.00",12.15,Australia,Asx - All Markets,USD,1.61,AUD,-
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"4,559,043.81",0.02,"4,559,043.81","62,427.00",73.03,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GFNORTEO,GPO FINANCE BANORTE,Financials,Equity,"4,553,652.44",0.02,"4,553,652.44","664,100.00",6.86,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
SNA,SNAP ON INC,Industrials,Equity,"4,553,806.40",0.02,"4,553,806.40","13,520.00",336.82,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,"4,541,457.90",0.02,"4,541,457.90","15,882.00",285.95,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MTX,MTU AERO ENGINES HOLDING AG,Industrials,Equity,"4,537,137.28",0.02,"4,537,137.28","13,685.00",331.54,Germany,Xetra,USD,0.97,EUR,-
CSL,CARLISLE COMPANIES INC,Industrials,Equity,"4,537,599.88",0.02,"4,537,599.88","12,172.00",372.79,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PINS,PINTEREST INC CLASS A,Communication,Equity,"4,532,240.79",0.02,"4,532,240.79","146,817.00",30.87,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
DSFIR,DSM FIRMENICH AG,Materials,Equity,"4,527,837.29",0.02,"4,527,837.29","45,803.00",98.85,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
MARUTI,MARUTI SUZUKI INDIA LTD,Consumer Discretionary,Equity,"4,516,321.85",0.02,"4,516,321.85","33,032.00",136.73,India,National Stock Exchange Of India,USD,85.87,INR,-
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,"4,506,256.37",0.02,"4,506,256.37","72,371.00",62.27,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"4,491,767.52",0.02,"4,491,767.52","60,276.00",74.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
4452,KAO CORP,Consumer Staples,Equity,"4,488,178.51",0.02,"4,488,178.51","117,000.00",38.36,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
PNR,PENTAIR,Industrials,Equity,"4,486,295.94",0.02,"4,486,295.94","45,102.00",99.47,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
VRSN,VERISIGN INC,Information Technology,Equity,"4,473,010.44",0.02,"4,473,010.44","21,132.00",211.67,United States,NASDAQ,USD,1.00,USD,-
SAMPO,SAMPO CLASS A,Financials,Equity,"4,467,513.02",0.02,"4,467,513.02","110,484.00",40.44,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.97,EUR,-
KRZ,KERRY GROUP PLC,Consumer Staples,Equity,"4,463,228.64",0.02,"4,463,228.64","46,027.00",96.97,Ireland,Irish Stock Exchange - All Market,USD,0.97,EUR,-
MDB,MONGODB INC CLASS A,Information Technology,Equity,"4,460,821.84",0.02,"4,460,821.84","17,938.00",248.68,United States,NASDAQ,USD,1.00,USD,-
TRU,TRANSUNION,Industrials,Equity,"4,448,361.60",0.02,"4,448,361.60","49,344.00",90.15,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
7733,OLYMPUS CORP,Health Care,Equity,"4,444,453.87",0.02,"4,444,453.87","299,600.00",14.83,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
TATAMOTORS,TATA MOTORS LTD,Consumer Discretionary,Equity,"4,443,385.08",0.02,"4,443,385.08","489,105.00",9.08,India,National Stock Exchange Of India,USD,85.87,INR,-
STLD,STEEL DYNAMICS INC,Materials,Equity,"4,439,402.24",0.02,"4,439,402.24","38,113.00",116.48,United States,NASDAQ,USD,1.00,USD,-
TEF,TELEFONICA SA,Communication,Equity,"4,421,298.24",0.02,"4,421,298.24","1,096,203.00",4.03,Spain,Bolsa De Madrid,USD,0.97,EUR,-
HNR1,HANNOVER RUECK,Financials,Equity,"4,419,968.94",0.02,"4,419,968.94","16,849.00",262.33,Germany,Xetra,USD,0.97,EUR,-
PRY,PRYSMIAN,Industrials,Equity,"4,408,197.54",0.02,"4,408,197.54","64,458.00",68.39,Italy,Borsa Italiana,USD,0.97,EUR,-
FAB,FIRST ABU DHABI BANK,Financials,Equity,"4,408,212.82",0.02,"4,408,212.82","1,129,105.00",3.90,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-
HOLX,HOLOGIC INC,Health Care,Equity,"4,406,225.50",0.02,"4,406,225.50","60,575.00",72.74,United States,NASDAQ,USD,1.00,USD,-
270,KIA CORPORATION CORP,Consumer Discretionary,Equity,"4,405,693.90",0.02,"4,405,693.90","62,296.00",70.72,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
ZS,ZSCALER INC,Information Technology,Equity,"4,402,203.68",0.02,"4,402,203.68","23,506.00",187.28,United States,NASDAQ,USD,1.00,USD,-
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,"4,399,467.45",0.02,"4,399,467.45","49,605.00",88.69,United States,NASDAQ,USD,1.00,USD,-
RWE,RWE AG,Utilities,Equity,"4,396,223.46",0.02,"4,396,223.46","149,558.00",29.39,Germany,Xetra,USD,0.97,EUR,-
WRB,WR BERKLEY CORP,Financials,Equity,"4,387,305.34",0.02,"4,387,305.34","75,526.00",58.09,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"4,373,708.40",0.02,"4,373,708.40","9,540.00",458.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SDZ,SANDOZ GROUP AG,Health Care,Equity,"4,370,974.68",0.02,"4,370,974.68","101,995.00",42.85,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
CBK,COMMERZBANK AG,Financials,Equity,"4,368,280.32",0.02,"4,368,280.32","252,606.00",17.29,Germany,Xetra,USD,0.97,EUR,-
HEI,HEIDELBERG MATERIALS AG,Materials,Equity,"4,368,720.38",0.02,"4,368,720.38","33,190.00",131.63,Germany,Xetra,USD,0.97,EUR,-
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"4,361,149.44",0.02,"4,361,149.44","15,996.00",272.64,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,"4,342,460.64",0.02,"4,342,460.64","33,383.00",130.08,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"4,341,113.28",0.02,"4,341,113.28","39,088.00",111.06,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
8604,NOMURA HOLDINGS INC,Financials,Equity,"4,316,677.45",0.02,"4,316,677.45","749,700.00",5.76,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"4,313,528.73",0.02,"4,313,528.73","14,427.00",298.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GMEXICOB,GRUPO MEXICO B,Materials,Equity,"4,313,676.73",0.02,"4,313,676.73","852,428.00",5.06,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"4,305,908.65",0.02,"4,305,908.65","27,955.00",154.03,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
35420,NAVER CORP,Communication,Equity,"4,300,239.62",0.02,"4,300,239.62","31,018.00",138.64,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
BBY,BEST BUY INC,Consumer Discretionary,Equity,"4,298,573.02",0.02,"4,298,573.02","51,058.00",84.19,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,"4,296,319.35",0.02,"4,296,319.35","1,909,700.00",2.25,Singapore,Singapore Exchange,USD,1.37,SGD,-
7269,SUZUKI MOTOR CORP,Consumer Discretionary,Equity,"4,287,240.39",0.02,"4,287,240.39","374,600.00",11.44,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
SWED A,SWEDBANK,Financials,Equity,"4,275,223.47",0.02,"4,275,223.47","210,923.00",20.27,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Consumer Staples,Equity,"4,270,694.97",0.02,"4,270,694.97","510,600.00",8.36,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,"4,265,799.56",0.02,"4,265,799.56","35,067.00",121.65,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
BXB,BRAMBLES LTD,Industrials,Equity,"4,264,550.52",0.02,"4,264,550.52","355,010.00",12.01,Australia,Asx - All Markets,USD,1.61,AUD,-
TRENT,TRENT LTD,Consumer Discretionary,Equity,"4,260,990.01",0.02,"4,260,990.01","55,256.00",77.11,India,National Stock Exchange Of India,USD,85.87,INR,-
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"4,257,358.00",0.02,"4,257,358.00","29,668.00",143.50,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"4,247,826.96",0.02,"4,247,826.96","28,444.00",149.34,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ORA,ORANGE SA,Communication,Equity,"4,242,141.71",0.02,"4,242,141.71","426,994.00",9.93,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,"Jan 01, 1998"
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"4,226,256.00",0.02,"4,226,256.00","129,600.00",32.61,United States,NASDAQ,USD,1.00,USD,-
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"4,219,822.40",0.02,"4,219,822.40","85,856.00",49.15,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
4503,ASTELLAS PHARMA INC,Health Care,Equity,"4,209,111.57",0.02,"4,209,111.57","432,900.00",9.72,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
L,LOEWS CORP,Financials,Equity,"4,208,074.34",0.02,"4,208,074.34","50,378.00",83.53,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
OMC,OMNICOM GROUP INC,Communication,Equity,"4,204,559.94",0.02,"4,204,559.94","49,971.00",84.14,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
IP,INTERNATIONAL PAPER,Materials,Equity,"4,195,158.96",0.02,"4,195,158.96","76,722.00",54.68,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
KER,KERING SA,Consumer Discretionary,Equity,"4,192,992.11",0.02,"4,192,992.11","17,797.00",235.60,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
IEX,IDEX CORP,Industrials,Equity,"4,184,569.18",0.02,"4,184,569.18","20,042.00",208.79,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RBA,RB GLOBAL INC,Industrials,Equity,"4,183,170.25",0.02,"4,183,170.25","46,640.00",89.69,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"4,176,999.21",0.02,"4,176,999.21","15,329.00",272.49,United States,NASDAQ,USD,1.00,USD,-
ITC,ITC LTD,Consumer Staples,Equity,"4,147,978.03",0.02,"4,147,978.03","791,345.00",5.24,India,National Stock Exchange Of India,USD,85.87,INR,-
LUMI,BANK LEUMI LE ISRAEL,Financials,Equity,"4,144,673.50",0.02,"4,144,673.50","343,702.00",12.06,Israel,Tel Aviv Stock Exchange,USD,3.66,ILS,-
1925,DAIWA HOUSE INDUSTRY LTD,Real Estate,Equity,"4,135,084.67",0.02,"4,135,084.67","140,000.00",29.54,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"4,128,127.38",0.02,"4,128,127.38","56,043.00",73.66,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BBRI,BANK RAKYAT INDONESIA (PERSERO),Financials,Equity,"4,120,931.23",0.02,"4,120,931.23","16,565,530.00",0.25,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
3711,ASE TECHNOLOGY HOLDING LTD,Information Technology,Equity,"4,115,041.89",0.02,"4,115,041.89","816,873.00",5.04,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
LGEN,LEGAL AND GENERAL GROUP PLC,Financials,Equity,"4,113,574.17",0.02,"4,113,574.17","1,496,058.00",2.75,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
SOON,SONOVA HOLDING AG,Health Care,Equity,"4,102,973.09",0.02,"4,102,973.09","12,521.00",327.69,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
SBIN,STATE BANK OF INDIA,Financials,Equity,"4,092,962.32",0.02,"4,092,962.32","462,174.00",8.86,India,National Stock Exchange Of India,USD,85.87,INR,-
