Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,Equity,"1,837,507.55",0.01,"1,837,507.55","392,084.00",4.69,New Zealand,New Zealand Exchange Ltd,USD,1.79,NZD,-
6586,MAKITA CORP,Industrials,Equity,"1,833,546.45",0.01,"1,833,546.45","62,900.00",29.15,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
CAE,CAE INC,Industrials,Equity,"1,831,232.06",0.01,"1,831,232.06","77,487.00",23.63,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,Equity,"1,831,683.56",0.01,"1,831,683.56","395,612.00",4.63,Singapore,NASDAQ,USD,1.00,USD,-
28300,HLB INC,Health Care,Equity,"1,823,330.71",0.01,"1,823,330.71","33,712.00",54.09,Korea (South),Korea Exchange (Kosdaq),USD,"1,460.65",KRW,-
2880,HUA NAN FINANCIAL HOLDINGS LTD,Financials,Equity,"1,820,835.45",0.01,"1,820,835.45","2,214,062.00",0.82,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
CNA,CENTRICA PLC,Utilities,Equity,"1,821,461.85",0.01,"1,821,461.85","1,116,142.00",1.63,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
RECLTD,REC,Financials,Equity,"1,809,913.32",0.01,"1,809,913.32","316,401.00",5.72,India,National Stock Exchange Of India,USD,85.87,INR,-
3045,TAIWAN MOBILE LTD,Communication,Equity,"1,808,178.44",0.01,"1,808,178.44","532,000.00",3.40,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
ENX,EURONEXT NV,Financials,Equity,"1,805,007.97",0.01,"1,805,007.97","15,932.00",113.29,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
2057,ZTO EXPRESS (CAYMAN) INC,Industrials,Equity,"1,806,163.13",0.01,"1,806,163.13","96,345.00",18.75,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
ASII,ASTRA INTERNATIONAL,Industrials,Equity,"1,800,028.21",0.01,"1,800,028.21","5,914,900.00",0.30,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
7701,SHIMADZU CORP,Information Technology,Equity,"1,800,423.48",0.01,"1,800,423.48","65,100.00",27.66,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"1,799,114.76",0.01,"1,799,114.76","9,486.00",189.66,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
PZU,PZU SA,Financials,Equity,"1,792,495.80",0.01,"1,792,495.80","153,894.00",11.65,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.14,PLN,-
TATACONSUM,TATA CONSUMER PRODUCTS LTD,Consumer Staples,Equity,"1,786,783.72",0.01,"1,786,783.72","158,159.00",11.30,India,National Stock Exchange Of India,USD,85.87,INR,-
GULF.R,GULF ENERGY DEVELOPMENT PCL NON-VO,Utilities,Equity,"1,780,174.90",0.01,"1,780,174.90","1,076,656.00",1.65,Thailand,Stock Exchange Of Thailand,USD,34.63,THB,-
EUROB,EUROBANK HOLDINGS SA,Financials,Equity,"1,781,114.65",0.01,"1,781,114.65","733,696.00",2.43,Greece,Athens Exchange S.A. Cash Market,USD,0.97,EUR,-
REA,REA GROUP LTD,Communication,Equity,"1,781,501.25",0.01,"1,781,501.25","12,025.00",148.15,Australia,Asx - All Markets,USD,1.61,AUD,-
AZPN,ASPEN TECHNOLOGY INC,Information Technology,Equity,"1,772,915.10",0.01,"1,772,915.10","7,062.00",251.05,United States,NASDAQ,USD,1.00,USD,-
GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,Equity,"1,770,296.60",0.01,"1,770,296.60","25,654.00",69.01,Belgium,Nyse Euronext - Euronext Brussels,USD,0.97,EUR,-
2301,LITE ON TECHNOLOGY CORP,Information Technology,Equity,"1,764,236.40",0.01,"1,764,236.40","559,000.00",3.16,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
BDMS.R,BANGKOK DUSIT MEDICAL SERVICES NON,Health Care,Equity,"1,762,047.94",0.01,"1,762,047.94","2,574,300.00",0.68,Thailand,Stock Exchange Of Thailand,USD,34.63,THB,-
ABN,ABN AMRO BANK NV,Financials,Equity,"1,758,454.40",0.01,"1,758,454.40","112,918.00",15.57,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
SUZB3,SUZANO SA,Materials,Equity,"1,750,195.59",0.01,"1,750,195.59","172,840.00",10.13,Brazil,XBSP,USD,6.07,BRL,-
1919,COSCO SHIPPING HOLDINGS LTD H,Industrials,Equity,"1,748,080.15",0.01,"1,748,080.15","1,170,800.00",1.49,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
POLICYBZR,PB FINTECH LTD,Financials,Equity,"1,744,909.30",0.01,"1,744,909.30","78,057.00",22.35,India,National Stock Exchange Of India,USD,85.87,INR,-
267260,HD HYUNDAI ELECTRIC LTD,Industrials,Equity,"1,737,742.79",0.01,"1,737,742.79","6,131.00",283.44,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
PFC,POWER FINANCE CORPORATION LTD,Financials,Equity,"1,737,938.05",0.01,"1,737,938.05","353,681.00",4.91,India,National Stock Exchange Of India,USD,85.87,INR,-
6504,FUJI ELECTRIC LTD,Industrials,Equity,"1,736,784.93",0.01,"1,736,784.93","34,100.00",50.93,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
3008,LARGAN PRECISION LTD,Information Technology,Equity,"1,732,493.74",0.01,"1,732,493.74","22,000.00",78.75,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
CE,CELANESE CORP,Materials,Equity,"1,731,365.34",0.01,"1,731,365.34","26,661.00",64.94,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
3529,EMEMORY TECHNOLOGY INC,Information Technology,Equity,"1,726,120.93",0.01,"1,726,120.93","18,000.00",95.90,Taiwan,Gretai Securities Market,USD,32.95,TWD,-
SKF B,SKF B,Industrials,Equity,"1,726,950.49",0.01,"1,726,950.49","89,185.00",19.36,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
PERSISTENT,PERSISTENT SYSTEMS LTD,Information Technology,Equity,"1,720,256.13",0.01,"1,720,256.13","23,905.00",71.96,India,National Stock Exchange Of India,USD,85.87,INR,-
8473,SBI HOLDINGS INC,Financials,Equity,"1,721,496.44",0.01,"1,721,496.44","68,330.00",25.19,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Industrials,Equity,"1,718,674.22",0.01,"1,718,674.22","93,085.00",18.46,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
QRVO,QORVO INC,Information Technology,Equity,"1,716,795.36",0.01,"1,716,795.36","23,492.00",73.08,United States,NASDAQ,USD,1.00,USD,-
9992,POP MART INTERNATIONAL GROUP LTD,Consumer Discretionary,Equity,"1,717,050.11",0.01,"1,717,050.11","153,600.00",11.18,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
2801,KIKKOMAN CORP,Consumer Staples,Equity,"1,717,477.13",0.01,"1,717,477.13","166,300.00",10.33,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
P911,DR ING HC F PORSCHE PRF AG,Consumer Discretionary,Equity,"1,714,437.14",0.01,"1,714,437.14","27,948.00",61.34,Germany,Xetra,USD,0.97,EUR,-
REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Equity,"1,712,901.61",0.01,"1,712,901.61","30,798.00",55.62,Italy,Borsa Italiana,USD,0.97,EUR,-
SMIN,SMITHS GROUP PLC,Industrials,Equity,"1,713,072.68",0.01,"1,713,072.68","78,670.00",21.78,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
3037,UNIMICRON TECHNOLOGY CORP,Information Technology,Equity,"1,713,193.23",0.01,"1,713,193.23","388,000.00",4.42,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
MAERSK B,A P MOLLER MAERSK B,Industrials,Equity,"1,711,463.60",0.01,"1,711,463.60","1,125.00","1,521.30",Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
VEDL,VEDANTA LTD,Materials,Equity,"1,696,970.89",0.01,"1,696,970.89","332,007.00",5.11,India,National Stock Exchange Of India,USD,85.87,INR,-
SAAB B,SAAB CLASS B,Industrials,Equity,"1,697,518.80",0.01,"1,697,518.80","81,147.00",20.92,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
TELIA,TELIA COMPANY,Communication,Equity,"1,695,344.42",0.01,"1,695,344.42","616,408.00",2.75,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
2319,CHINA MENGNIU DAIRY LTD,Consumer Staples,Equity,"1,696,198.60",0.01,"1,696,198.60","823,000.00",2.06,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
2327,YAGEO CORP,Information Technology,Equity,"1,687,326.06",0.01,"1,687,326.06","102,586.00",16.45,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
CHOLAFIN,CHOLAMANDALAM INVESTMENT AND FINAN,Financials,Equity,"1,687,513.29",0.01,"1,687,513.29","112,487.00",15.00,India,National Stock Exchange Of India,USD,85.87,INR,-
2280,ALMARAI,Consumer Staples,Equity,"1,685,503.93",0.01,"1,685,503.93","113,403.00",14.86,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
3293,INTERNATIONAL GAMES SYSTEM LTD,Communication,Equity,"1,686,184.66",0.01,"1,686,184.66","58,000.00",29.07,Taiwan,Gretai Securities Market,USD,32.95,TWD,-
9502,CHUBU ELECTRIC POWER INC,Utilities,Equity,"1,683,788.57",0.01,"1,683,788.57","164,500.00",10.24,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
CTC.A,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Equity,"1,685,031.22",0.01,"1,685,031.22","15,347.00",109.80,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
J36,JARDINE MATHESON HOLDINGS LTD,Industrials,Equity,"1,682,868.00",0.01,"1,682,868.00","41,800.00",40.26,Hong Kong,Singapore Exchange,USD,1.00,USD,-
ELE,ENDESA SA,Utilities,Equity,"1,680,983.79",0.01,"1,680,983.79","77,241.00",21.76,Spain,Bolsa De Madrid,USD,0.97,EUR,-
6506,YASKAWA ELECTRIC CORP,Industrials,Equity,"1,681,436.94",0.01,"1,681,436.94","62,500.00",26.90,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
TLKM,TELEKOMUNIKASI INDONESIA,Communication,Equity,"1,678,174.69",0.01,"1,678,174.69","10,376,500.00",0.16,Indonesia,Indonesia Stock Exchange,USD,"16,200.00",IDR,-
SW,SODEXO SA,Consumer Discretionary,Equity,"1,678,766.18",0.01,"1,678,766.18","22,116.00",75.91,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
ADDT B,ADDTECH CLASS B,Industrials,Equity,"1,676,525.08",0.01,"1,676,525.08","64,399.00",26.03,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
DMART,AVENUE SUPERMARTS LTD,Consumer Staples,Equity,"1,675,427.77",0.01,"1,675,427.77","37,723.00",44.41,India,National Stock Exchange Of India,USD,85.87,INR,-
CON,CONTINENTAL AG,Consumer Discretionary,Equity,"1,673,327.67",0.01,"1,673,327.67","25,497.00",65.63,Germany,Xetra,USD,0.97,EUR,-
BIRG,BANK OF IRELAND GROUP PLC,Financials,Equity,"1,673,400.80",0.01,"1,673,400.80","186,623.00",8.97,Ireland,Irish Stock Exchange - All Market,USD,0.97,EUR,-
MOWI,MOWI,Consumer Staples,Equity,"1,671,515.44",0.01,"1,671,515.44","96,691.00",17.29,Norway,Oslo Bors Asa,USD,11.40,NOK,-
6383,DAIFUKU LTD,Industrials,Equity,"1,662,625.73",0.01,"1,662,625.73","81,900.00",20.30,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
HTHT,H WORLD GROUP ADR LTD,Consumer Discretionary,Equity,"1,660,507.64",0.01,"1,660,507.64","51,697.00",32.12,China,NASDAQ,USD,1.00,USD,-
ASRNL,ASR NEDERLAND NV,Financials,Equity,"1,661,349.52",0.01,"1,661,349.52","34,990.00",47.48,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
10140,SAMSUNG HEAVY INDUSTRIES LTD,Industrials,Equity,"1,656,411.54",0.01,"1,656,411.54","201,117.00",8.24,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
259960,KRAFTON INC,Communication,Equity,"1,654,048.54",0.01,"1,654,048.54","7,411.00",223.19,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,"1,646,799.56",0.01,"1,646,799.56","82,837.00",19.88,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
3606,FUYAO GLASS INDUSTRY GROUP LTD H,Consumer Discretionary,Equity,"1,647,338.63",0.01,"1,647,338.63","237,200.00",6.94,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
JPY,JPY CASH,Cash and/or Derivatives,Cash,"1,645,242.20",0.01,"1,645,242.20","259,907,137.00",0.63,Japan,-,USD,157.98,JPY,-
7911,TOPPAN HOLDINGS INC,Industrials,Equity,"1,645,630.64",0.01,"1,645,630.64","60,500.00",27.20,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
4013,DR SULAIMAN AL HABIB MEDICAL GRP,Health Care,Equity,"1,646,531.82",0.01,"1,646,531.82","20,688.00",79.59,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
EMBR3,EMBRAER SA,Industrials,Equity,"1,643,215.50",0.01,"1,643,215.50","173,933.00",9.45,Brazil,XBSP,USD,6.07,BRL,-
MXN,MXN CASH,Cash and/or Derivatives,Cash,"1,640,396.20",0.01,"1,640,396.20","33,576,450.00",4.89,Mexico,-,USD,20.47,MXN,-
KEY,KEYERA CORP,Energy,Equity,"1,639,644.60",0.01,"1,639,644.60","52,016.00",31.52,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
GPT,GPT GROUP STAPLED UNITS,Real Estate,Equity,"1,639,711.99",0.01,"1,639,711.99","596,422.00",2.75,Australia,Asx - All Markets,USD,1.61,AUD,-
TREL B,TRELLEBORG B,Industrials,Equity,"1,638,051.08",0.01,"1,638,051.08","46,613.00",35.14,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
EN,BOUYGUES SA,Industrials,Equity,"1,638,328.48",0.01,"1,638,328.48","55,599.00",29.47,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
138040,MERITZ FINANCIAL GROUP INC,Financials,Equity,"1,635,839.04",0.01,"1,635,839.04","22,997.00",71.13,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
SKA B,SKANSKA B,Industrials,Equity,"1,636,127.80",0.01,"1,636,127.80","79,698.00",20.53,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
2313,SHENZHOU INTERNATIONAL GROUP LTD,Consumer Discretionary,Equity,"1,636,666.17",0.01,"1,636,666.17","209,500.00",7.81,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
INDT,INDUTRADE,Industrials,Equity,"1,634,371.33",0.01,"1,634,371.33","64,604.00",25.30,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
1928,SANDS CHINA LTD,Consumer Discretionary,Equity,"1,632,628.47",0.01,"1,632,628.47","649,600.00",2.51,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
FOX,FOX CORP CLASS B,Communication,Equity,"1,629,718.65",0.01,"1,629,718.65","34,965.00",46.61,United States,NASDAQ,USD,1.00,USD,-
SIEMENS,SIEMENS LTD,Industrials,Equity,"1,630,614.07",0.01,"1,630,614.07","22,438.00",72.67,India,National Stock Exchange Of India,USD,85.87,INR,-
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,Financials,Equity,"1,626,458.58",0.01,"1,626,458.58","228,133.00",7.13,India,National Stock Exchange Of India,USD,85.87,INR,-
NEM,NEMETSCHEK,Information Technology,Equity,"1,626,472.84",0.01,"1,626,472.84","16,390.00",99.24,Germany,Xetra,USD,0.97,EUR,-
4911,SHISEIDO LTD,Consumer Staples,Equity,"1,624,125.65",0.01,"1,624,125.65","97,500.00",16.66,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
66570,LG ELECTRONICS INC,Consumer Discretionary,Equity,"1,624,129.12",0.01,"1,624,129.12","27,649.00",58.74,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
6446,PHARMAESSENTIA CORP,Health Care,Equity,"1,614,627.11",0.01,"1,614,627.11","74,000.00",21.82,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"1,615,832.66",0.01,"1,615,832.66","175,253.00",9.22,United States,NASDAQ,USD,1.00,USD,-
BBAS3,BANCO DO BRASIL SA,Financials,Equity,"1,613,439.55",0.01,"1,613,439.55","403,556.00",4.00,Brazil,XBSP,USD,6.07,BRL,-
8951,NIPPON BUILDING FUND REIT INC,Real Estate,Equity,"1,613,799.65",0.01,"1,613,799.65","2,100.00",768.48,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC Z,Industrials,Equity,"1,611,094.63",0.01,"1,611,094.63","122,174.00",13.19,India,National Stock Exchange Of India,USD,85.87,INR,-
4523,EISAI LTD,Health Care,Equity,"1,609,036.24",0.01,"1,609,036.24","58,100.00",27.69,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
ZAL,ZALANDO,Consumer Discretionary,Equity,"1,604,440.45",0.01,"1,604,440.45","51,480.00",31.17,Germany,Xetra,USD,0.97,EUR,-
ZEAL,ZEALAND PHARMA,Health Care,Equity,"1,604,811.22",0.01,"1,604,811.22","15,827.00",101.40,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Equity,"1,601,502.94",0.01,"1,601,502.94","67,272.00",23.81,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
SRT3,SARTORIUS PREF AG,Health Care,Equity,"1,602,223.18",0.01,"1,602,223.18","6,648.00",241.01,Germany,Xetra,USD,0.97,EUR,-
KGF,KINGFISHER PLC,Consumer Discretionary,Equity,"1,599,815.05",0.01,"1,599,815.05","564,409.00",2.83,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
7912,DAI NIPPON PRINTING LTD,Industrials,Equity,"1,597,328.69",0.01,"1,597,328.69","112,400.00",14.21,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
T,TELUS CORP,Communication,Equity,"1,596,321.66",0.01,"1,596,321.66","115,277.00",13.85,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
SEK,SEK CASH,Cash and/or Derivatives,Cash,"1,592,628.89",0.01,"1,592,628.89","17,765,616.00",8.96,Sweden,-,USD,11.15,SEK,-
BRITANNIA,BRITANNIA INDUSTRIES LTD,Consumer Staples,Equity,"1,589,082.77",0.01,"1,589,082.77","27,699.00",57.37,India,National Stock Exchange Of India,USD,85.87,INR,-
402340,SK SQUARE LTD,Industrials,Equity,"1,589,844.66",0.01,"1,589,844.66","24,757.00",64.22,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
DLF,DLF LTD,Real Estate,Equity,"1,590,184.34",0.01,"1,590,184.34","174,916.00",9.09,India,National Stock Exchange Of India,USD,85.87,INR,-
4204,SEKISUI CHEMICAL LTD,Industrials,Equity,"1,583,082.77",0.01,"1,583,082.77","97,500.00",16.24,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
PKN,ORLEN SA,Energy,Equity,"1,583,658.68",0.01,"1,583,658.68","131,663.00",12.03,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.14,PLN,-
6479,MINEBEA MITSUMI INC,Industrials,Equity,"1,581,198.29",0.01,"1,581,198.29","100,600.00",15.72,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
5019,IDEMITSU KOSAN LTD,Energy,Equity,"1,579,695.84",0.01,"1,579,695.84","244,300.00",6.47,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
ADM,ADMIRAL GROUP PLC,Financials,Equity,"1,577,070.42",0.01,"1,577,070.42","49,841.00",31.64,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
9868,XPENG CLASS A INC,Consumer Discretionary,Equity,"1,571,499.58",0.01,"1,571,499.58","261,334.00",6.01,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
IQCD,INDUSTRIES QATAR,Industrials,Equity,"1,571,574.88",0.01,"1,571,574.88","435,141.00",3.61,Qatar,Qatar Exchange,USD,3.64,QAR,-
H78,HONGKONG LAND HOLDINGS LTD,Real Estate,Equity,"1,568,424.00",0.01,"1,568,424.00","365,600.00",4.29,Hong Kong,Singapore Exchange,USD,1.00,USD,-
4612,NIPPON PAINT HOLDINGS LTD,Materials,Equity,"1,564,343.35",0.01,"1,564,343.35","249,800.00",6.26,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
788,CHINA TOWER CORP LTD H,Communication,Equity,"1,559,982.78",0.01,"1,559,982.78","10,840,000.00",0.14,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
TATAPOWER,TATA POWER LTD,Utilities,Equity,"1,558,215.67",0.01,"1,558,215.67","364,437.00",4.28,India,National Stock Exchange Of India,USD,85.87,INR,-
SBRY,SAINSBURY(J) PLC,Consumer Staples,Equity,"1,557,651.80",0.01,"1,557,651.80","481,051.00",3.24,United Kingdom,London Stock Exchange,USD,0.81,GBP,"Jan 02, 1985"
9042,HANKYU HANSHIN HOLDINGS INC,Industrials,Equity,"1,555,261.91",0.01,"1,555,261.91","61,500.00",25.29,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
7752,RICOH LTD,Information Technology,Equity,"1,548,086.72",0.01,"1,548,086.72","142,600.00",10.86,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
SUZLON,SUZLON ENERGY LTD,Industrials,Equity,"1,546,119.94",0.01,"1,546,119.94","2,293,787.00",0.67,India,National Stock Exchange Of India,USD,85.87,INR,-
FORTUM,FORTUM,Utilities,Equity,"1,536,832.06",0.01,"1,536,832.06","110,040.00",13.97,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.97,EUR,-
EQTL3,EQUATORIAL SA,Utilities,Equity,"1,535,294.82",0.01,"1,535,294.82","342,267.00",4.49,Brazil,XBSP,USD,6.07,BRL,-
STERV,STORA ENSO CLASS R,Materials,Equity,"1,536,420.42",0.01,"1,536,420.42","154,042.00",9.97,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.97,EUR,-
HELN,HELVETIA HOLDING AG,Financials,Equity,"1,529,078.88",0.01,"1,529,078.88","8,981.00",170.26,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
8069,E INK HOLDINGS INC,Information Technology,Equity,"1,529,656.32",0.01,"1,529,656.32","186,000.00",8.22,Taiwan,Gretai Securities Market,USD,32.95,TWD,-
9866,NIO CLASS A INC,Consumer Discretionary,Equity,"1,523,373.92",0.01,"1,523,373.92","357,105.00",4.27,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
316140,WOORI FINANCIAL GROUP INC,Financials,Equity,"1,523,921.54",0.01,"1,523,921.54","144,540.00",10.54,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
AKBNK.E,AKBANK A,Financials,Equity,"1,525,002.25",0.01,"1,525,002.25","817,687.00",1.87,Turkey,Istanbul Stock Exchange,USD,35.33,TRY,-
TLC,THE LOTTERY CORPORATION LTD,Consumer Discretionary,Equity,"1,522,495.25",0.01,"1,522,495.25","500,776.00",3.04,Australia,Asx - All Markets,USD,1.61,AUD,-
ERF,EUROFINS SCIENTIFIC,Health Care,Equity,"1,522,837.72",0.01,"1,522,837.72","29,900.00",50.93,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
600900,CHINA YANGTZE POWER LTD A,Utilities,Equity,"1,519,843.42",0.01,"1,519,843.42","388,410.00",3.91,China,Shanghai Stock Exchange,USD,7.33,CNY,-
601318,PING AN INSURANCE (GROUP) OF CHINA,Financials,Equity,"1,519,846.29",0.01,"1,519,846.29","224,500.00",6.77,China,Shanghai Stock Exchange,USD,7.33,CNY,-
INDU C,INDUSTRIVARDEN SERIES,Financials,Equity,"1,518,959.40",0.01,"1,518,959.40","46,282.00",32.82,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
IFT,INFRATIL LTD,Financials,Equity,"1,516,010.47",0.01,"1,516,010.47","225,336.00",6.73,New Zealand,New Zealand Exchange Ltd,USD,1.79,NZD,-
1101,TAIWAN CEMENT LTD,Materials,Equity,"1,516,261.03",0.01,"1,516,261.03","1,622,227.00",0.93,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
BPAC11,BCO BTG PACTUAL UNT SA,Financials,Equity,"1,516,314.24",0.01,"1,516,314.24","321,843.00",4.71,Brazil,XBSP,USD,6.07,BRL,-
CPF.R,CHAROEN POKPHAND FOODS NON-VOTING,Consumer Staples,Equity,"1,516,839.28",0.01,"1,516,839.28","2,409,200.00",0.63,Thailand,Stock Exchange Of Thailand,USD,34.63,THB,-
4188,MITSUBISHI CHEMICAL GROUP CORP,Materials,Equity,"1,512,011.39",0.01,"1,512,011.39","300,000.00",5.04,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
ALA,ALTAGAS LTD,Utilities,Equity,"1,512,621.62",0.01,"1,512,621.62","64,175.00",23.57,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
4704,TREND MICRO INC,Information Technology,Equity,"1,510,963.13",0.01,"1,510,963.13","28,800.00",52.46,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
1050,BANQUE SAUDI FRANSI,Financials,Equity,"1,507,359.75",0.01,"1,507,359.75","360,451.00",4.18,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
HAR,HARMONY GOLD MINING COMPANY LIMITE,Materials,Equity,"1,498,649.51",0.01,"1,498,649.51","162,826.00",9.20,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
1801,INNOVENT BIOLOGICS INC,Health Care,Equity,"1,494,947.09",0.01,"1,494,947.09","351,500.00",4.25,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"1,492,829.21",0.01,"1,492,829.21","41,479.00",35.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BEIJ B,BEIJER REF CLASS B,Industrials,Equity,"1,492,913.37",0.01,"1,492,913.37","108,774.00",13.72,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
ADIB,ABU DHABI ISLAMIC BANK,Financials,Equity,"1,491,688.31",0.01,"1,491,688.31","368,706.00",4.05,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-
2002,CHINA STEEL CORP,Materials,Equity,"1,488,623.72",0.01,"1,488,623.72","2,637,305.00",0.56,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
OMV,OMV AG,Energy,Equity,"1,485,443.84",0.01,"1,485,443.84","37,461.00",39.65,Austria,Wiener Boerse Ag,USD,0.97,EUR,-
S63,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,Equity,"1,477,786.79",0.01,"1,477,786.79","432,300.00",3.42,Singapore,Singapore Exchange,USD,1.37,SGD,-
